"user_id","status_id","created_at","screen_name","text","pic1","pic2","pic3","pic4"
"1253008519919546370","1287108164257800192","2020-07-25 19:31:14","nflfastR","New release! This is pretty minor, but if you're interested in any of these new columns and/or bug fixes, please update the package and/or re-download the data from the data repo. https://t.co/HrYgzuZFlZ","https://twitter.com/nflfastR/status/1287108164257800192/photo/1",NA,NA,NA
"1253008519919546370","1287056365823942658","2020-07-25 16:05:24","nflfastR","Haven't updated the package yet but just pushed a minor update to the @nflfastR data repo. Most notable additions are 2 new columns: old_game_id (useful for linking external data that use this ID) and time_of_day, which gives the exact second of each play https://t.co/yLQ6NbR5fS https://t.co/ddpC2KO8n6",NA,NA,NA,NA
"1241814552","1287010179968630787","2020-07-25 13:01:53","thomas_mock","This past week's #nflscrapR/#nflfastR counts, posted through #rstats courtesy of #rtweet!

#nflscrapR details: https://t.co/6GgnDEJNi0
#nflfastR details: https://t.co/9zG7HjMyK2 https://t.co/jEKJyGFZMj","https://twitter.com/thomas_mock/status/1287010179968630787/photo/1",NA,NA,NA
"1070035793312387072","1286093708744699906","2020-07-23 00:20:09","nflscrapR","New followers? https://t.co/pX0zejPb8E","https://twitter.com/nflscrapR/status/1286093708744699906/photo/1",NA,NA,NA
"1070035793312387072","1286031025773174789","2020-07-22 20:11:04","nflscrapR","While the Ravens likely outperformed on 3rd &amp; 4th down, a lot of the success on later downs was likely driven by the high success &amp; low variability of early downs.
Ravens had the 2nd lowest yards to go on 3rd down &amp; the lowest on 4th down by a big margin.
@nflscrapR @nflfastR https://t.co/NZMFPE8zpX https://t.co/w1EYZR3McY",NA,NA,NA,NA
"1070035793312387072","1285681800002646016","2020-07-21 21:03:22","nflscrapR","@geoffschwartz as on offensive lineman, do you have a theory for why runs outside of the tackles lead to more yards per carry and a higher EPA than inside runs? (8/8)",NA,NA,NA,NA
"1070035793312387072","1285681788589871112","2020-07-21 21:03:19","nflscrapR","if i’m not tweeting tomorrow it’ll be because bill bellichick has taken me to his football lair since i might have uncovered an NFL secret for him to exploit (7/8)",NA,NA,NA,NA
"1070035793312387072","1285681770357231619","2020-07-21 21:03:15","nflscrapR","lastly, we can see that 29 of 32 teams have a better EPA when it comes to just end runs than all of their runs (end, tackle and guard gaps) (6/8) https://t.co/GAJg6pNytj",NA,NA,NA,NA
"1070035793312387072","1285681755438157824","2020-07-21 21:03:11","nflscrapR","when looking at team performances, we can see a slight correlation between teams using end runs more and having more EPA/run on all runs (end gap, tackle gap and guard gap) (5/8) https://t.co/zj5v2EBux3",NA,NA,NA,NA
"1070035793312387072","1285681745707388928","2020-07-21 21:03:09","nflscrapR","using a boxplot and density ridge, we can see that end runs have the highest variance between the run gaps. this means that while most inside runs end up between -1 and 0 EPA, end runs have a higher chance of being +1 EPA (4/8) https://t.co/umqY7mG5UB",NA,NA,NA,NA
"1070035793312387072","1285681736609869824","2020-07-21 21:03:07","nflscrapR","looking at success rate, runs in the end gap have been consistently 6% more successful than inside runs (3/8) https://t.co/Uf5Gw5bAWf",NA,NA,NA,NA
"1070035793312387072","1285681726346461184","2020-07-21 21:03:05","nflscrapR","using @nflscrapR to gather the data and @benbbaldwin’s tutorial, it was found that outside runs have a significant amount more of yards per carry than runs that go inside (2/8) https://t.co/P17GLZeLSe",NA,NA,NA,NA
"1070035793312387072","1285681708822650880","2020-07-21 21:03:00","nflscrapR","THREAD TIME: in @Tejseth41’s latest article, we takes a look at run gaps and how running outside of the tackles should be utilized more in the NFL: https://t.co/fQycZMDyRr (1/8)",NA,NA,NA,NA
"1070035793312387072","1285599164244594692","2020-07-21 15:35:00","nflscrapR","Rolling average of Rodgers EPA for previous 300 dropbacks. 

55% of career dropbacks have been taken when rolling average was above top 5 play.

However, it was true for 71% of dropbacks up until '14, 46% of dropbacks from '15 to '17, and 17% of the time after '17. https://t.co/3iTxrSjtsm",NA,NA,NA,NA
"1070035793312387072","1285308273315414021","2020-07-20 20:19:06","nflscrapR","You read that right - @CMU_Stats @CMUAnalytics  #CMSAC20 is taking place Oct 24-25th virtually - w/ the 3rd annual #ReproducibleResearch Competition! More info available here: https://t.co/X17WcKdqba and submit your #sportsanalytics abstracts! #CMSACLIVES  https://t.co/nassKI1vxn https://t.co/7sTAW1v7PA",NA,NA,NA,NA
"1070035793312387072","1285240716411768833","2020-07-20 15:50:40","nflscrapR","#CMSAC20 SAVE THE DATE!!! OCT 24-25. Two full days of virtual #sportsanalytics content! Reproducible research competition w/ two tracks (HS/UG &amp; Open)!  Resume drops! We’ve got a bunch of new tricks up our #CMSAC sleeves this year so mark your calendars!  https://t.co/3B1TlDo9KI",NA,NA,NA,NA
"1253008519919546370","1284891164756389890","2020-07-19 16:41:40","nflfastR","@AnalyticsFF CV log loss is lower yes",NA,NA,NA,NA
"1241814552","1284473465723068416","2020-07-18 13:01:53","thomas_mock","This past week's #nflscrapR/#nflfastR counts, posted through #rstats courtesy of #rtweet!

#nflscrapR details: https://t.co/6GgnDEJNi0
#nflfastR details: https://t.co/9zG7HjMyK2 https://t.co/NRPo7BK9HE","https://twitter.com/thomas_mock/status/1284473465723068416/photo/1",NA,NA,NA
"1253008519919546370","1283475625873899520","2020-07-15 18:56:49","nflfastR","Finally got around to checking the correlation in EPA at the play level between nflfastR and nflscrapR in some random season and it's 0.98 (in 2015).

This shouldn't be a surprise bc no matter how one sets up estimating EPA it should give a similar answer https://t.co/Jwg3GMI4i8",NA,NA,NA,NA
"145005776","1283200325256609792","2020-07-15 00:42:52","grizzlyblair","Me learning how to use R so I can get into #NFLfastR #NFLscrapR https://t.co/kSdLAv5R8r","https://twitter.com/grizzlyblair/status/1283200325256609792/photo/1",NA,NA,NA
"1241814552","1281936773854236674","2020-07-11 13:01:58","thomas_mock","This past week's #nflscrapR/#nflfastR counts, posted through #rstats courtesy of #rtweet!

#nflscrapR details: https://t.co/6GgnDEJNi0
#nflfastR details: https://t.co/9zG7HjMyK2 https://t.co/6UWy9HlDEt","https://twitter.com/thomas_mock/status/1281936773854236674/photo/1",NA,NA,NA
"1253008519919546370","1281774498258259969","2020-07-11 02:17:09","nflfastR","@AnalyticsFF @SamHoppen If it appears to be an error, please leave an issue on the github page so it can be fixed!",NA,NA,NA,NA
"1070035793312387072","1281758727591395331","2020-07-11 01:14:29","nflscrapR","@CoachCClement @DataWithBliss ah i cant pick up on sarcasm in tweets",NA,NA,NA,NA
"1070035793312387072","1281755192896225281","2020-07-11 01:00:26","nflscrapR","Using one of the new functions in @cfbscrapR I quickly broke down the top 15 RB's in overall usage rate between standard and passing downs. 2016 will always and forever be the Dalvin Cook show!  #FSUTwitter #CFBStats https://t.co/oqn832t7dJ",NA,NA,NA,NA
"1070035793312387072","1281754366387593218","2020-07-11 00:57:09","nflscrapR","@CoachCClement @DataWithBliss this account has never worked with weather data and has never taken credit for anything with weather data (also because this account doesnt actively engage in NFL research anymore), but will continue to share work done by others - and @DataWithBliss did NOT act indecently",NA,NA,NA,NA
"1070035793312387072","1281711397135671301","2020-07-10 22:06:24","nflscrapR","For folks interested weather ideas, would be cool to these charts updated and/or extended to passes https://t.co/t2Qrfjv7ER https://t.co/wWfQ9aR67R",NA,NA,NA,NA
"1253008519919546370","1281685919691608064","2020-07-10 20:25:10","nflfastR","We updated! Using clean_pbp() or the data repo now results in player IDs that are consistent across seasons. You're welcome.

(actually, thank @mrcaseb for this one!)

Please update your packages and/or data in the data repo https://t.co/e0K2BbF8YV",NA,NA,NA,NA
"1070035793312387072","1281670492341047297","2020-07-10 19:23:52","nflscrapR","https://t.co/cRq0Pgwz72 https://t.co/c4uCzpZNbB","https://twitter.com/nflscrapR/status/1281670492341047297/photo/1",NA,NA,NA
"1070035793312387072","1281670056242565122","2020-07-10 19:22:08","nflscrapR","Ex: Here's the wind direction and velocity at each outdoor NFL stadia over the last 5 seasons, pulled from local weather towers https://t.co/nPR7Vu0XkJ",NA,NA,NA,NA
"1070035793312387072","1281670045207351297","2020-07-10 19:22:05","nflscrapR","For folks interested in how weather can impact NFL games, check out Tom's work here https://t.co/YhNuwnEwzV",NA,NA,NA,NA
"1253008519919546370","1281301649454182402","2020-07-09 18:58:13","nflfastR","@ChristianLohr9 @benbbaldwin If you think there's an issue, please leave an example with the columns you think are wrong and expected behavior- thanks! https://t.co/UyPvTYKcXs",NA,NA,NA,NA
"1070035793312387072","1281280783278358529","2020-07-09 17:35:18","nflscrapR","Huge shout out to @SaiemGilani*, @msubbaiah1, and @statsowar for their work on the package! 
We are excited about the improvements in data availability, quality, and functionality!

*Seriously, especially @SaiemGilani - he did so much of the legwork on this recent build!",NA,NA,NA,NA
"1070035793312387072","1281280772440305664","2020-07-09 17:35:15","nflscrapR","A tutorial for getting started: https://t.co/rOtq9drmK2

You can install using the devtools package from either of the following:

devtools::install_github(repo = ""saiemgilani/cfbscrapR"")

OR

devtools::install_github(repo = ""meysubb/cfbscrapR"")

These packages are the same!",NA,NA,NA,NA
"1070035793312387072","1281280760939503617","2020-07-09 17:35:13","nflscrapR","🚨🚨🚨
Announcing: cfbscrapR 1.0!
🚨🚨🚨

The updated package includes:
* Access to more endpoints from @CFBData, including recruiting, player stats, box scores, and more!
*Improved EPA/Win Probability Models for regular season and bowl games!

Details:
https://t.co/bl08CWHZPa https://t.co/FT8Dq3aeWa",NA,NA,NA,NA
"1106766283905908736","1281036738647990272","2020-07-09 01:25:33","JonasTrostle","Apparently, ~30% of a QB's epa per scramble can be predicted from his scramble rate the year before. IIRC, that's about the same as the predictive ability of a QB's EPA year to year. #nflfastr https://t.co/tRB8u7k7Gf","https://twitter.com/JonasTrostle/status/1281036738647990272/photo/1",NA,NA,NA
"1070035793312387072","1280969046981259264","2020-07-08 20:56:34","nflscrapR","@x117x101x I'm encouraging the reporting of abusive language and people that tweet for others to inflict self-harm, which is what that account consistently does. He does not engage in constructive arguments, but rather resorts to profanity and name-calling.",NA,NA,NA,NA
"1070035793312387072","1280955177957195781","2020-07-08 20:01:28","nflscrapR","PSA: please block and report this account https://t.co/40Is4k6uux",NA,NA,NA,NA
"1070035793312387072","1280601341564502017","2020-07-07 20:35:26","nflscrapR","If you're interested in attending office hours, stay tuned to this account for updates. We'll post here when sign-ups are open.

As always, if you have any questions, reach out to hello@measurablespod.com or send a DM. (5/5)",NA,NA,NA,NA
"1070035793312387072","1280601334073475075","2020-07-07 20:35:25","nflscrapR","If you have experience (broadly defined) in sports analytics and are interested in volunteering a few hours of your time to hold office hours, please fill out the form at the link below! (4/5)
https://t.co/ZrtrZK5Cjb",NA,NA,NA,NA
"1070035793312387072","1280601326859300868","2020-07-07 20:35:23","nflscrapR","While our industry has serious work to do in allowing more equal access to opportunity among all analytics hopefuls, we feel that office hours are a helpful step. (3/5)",NA,NA,NA,NA
"1070035793312387072","1280601316901953537","2020-07-07 20:35:21","nflscrapR","We're starting Measurables Office Hours to provide communities underrepresented in sports analytics with access to experienced professionals. Office hour attendees might bring a resume to be reviewed, a project to be discussed, or questions about breaking into the field. (2/5)",NA,NA,NA,NA
"1070035793312387072","1280601307447988225","2020-07-07 20:35:18","nflscrapR","People of color have always been underrepresented in sports analytics, despite the fact that modern sports could not exist without the contributions of athletes of color. (1/5)",NA,NA,NA,NA
"1253008519919546370","1280129504975953922","2020-07-06 13:20:32","nflfastR",".@nflfastR 2.1 is out!

We have added an all-in-one function that creates and/or updates a SQLite database with the full play-by-play data https://t.co/2Guczb8ue2 https://t.co/KFyWHmWbEQ",NA,NA,NA,NA
"1241814552","1279400080399831040","2020-07-04 13:02:03","thomas_mock","This past week's #nflscrapR/#nflfastR counts, posted through #rstats courtesy of #rtweet!

#nflscrapR details: https://t.co/6GgnDEJNi0
#nflfastR details: https://t.co/9zG7HjMyK2 https://t.co/FHuGqxz67p","https://twitter.com/thomas_mock/status/1279400080399831040/photo/1",NA,NA,NA
"1070035793312387072","1278343407291764738","2020-07-01 15:03:13","nflscrapR","@PySportOrg @BrentRogalski @ismaelgomezs @nflfastR @nflscrapR @joedgallagher @FC_rstats @Torvaney @numberstorm @Samirak93 @py_ball_ I've got a list here. 

https://t.co/DD975XZxV5",NA,NA,NA,NA
"1070035793312387072","1278343346092728320","2020-07-01 15:02:58","nflscrapR","We got some valueable feedback on the list of sports analytics open source projects. Thanks!

The list is updated and can be found here: https://t.co/LgreBzGYMg

If you feel a project is missing, please let us know. 

#sportsanalytics #sportstech https://t.co/2bTri0DYLq",NA,NA,NA,NA
"1070035793312387072","1277992511290707970","2020-06-30 15:48:53","nflscrapR","@Pavel_Vab @ZachFeldman3 @KyleKorver @py_ball_ https://t.co/7HT8f7FmH0","https://twitter.com/nflscrapR/status/1277992511290707970/photo/1",NA,NA,NA
"274259550","1277735724603912192","2020-06-29 22:48:30","jacobadler","@sharkey @FarabaughFB @HaydenWinks +1 on this. I learned R in college, Python on the job. Personally, I find dataviz and simpler data manipulation easier in R, so would recommend starting there — that way you can copy/paste and learn from some of what the #nflscrapr community posts on here",NA,NA,NA,NA
"1070035793312387072","1277732642281177089","2020-06-29 22:36:15","nflscrapR","I can't overstate how excited I am right now to play with the Patriots and use the Ravens playbook in #Madden21. https://t.co/XsBlmXgLcJ",NA,NA,NA,NA
"1070035793312387072","1277732496327815168","2020-06-29 22:35:40","nflscrapR","Doing a bit of a twitter rebrand - I now have a face. Also, some personal news: 

I've joined The Athletic full-time as a data analyst, where I'll be crunching numbers behind the scenes to help them continue to produce the best sports content out there. Very excited about it!",NA,NA,NA,NA
"1070035793312387072","1277715388156071941","2020-06-29 21:27:41","nflscrapR","Too much credit to us here but our (@bklynmaks @stat_sam @Stat_Ron) mantra was simple: if you build it, they will come - and a growing number of people like @ChiefsAnalytics have (check out his thread, awesome #NFL work in a short amount of time) #sportsanalytics #NFLTwitter https://t.co/nl1vivHMyM https://t.co/htGnHUG9fD","https://twitter.com/nflscrapR/status/1277715388156071941/photo/1",NA,NA,NA
"1070035793312387072","1277686020360765445","2020-06-29 19:31:00","nflscrapR","Using this thread to pin a lot of the work I've done since creating this account:",NA,NA,NA,NA
"1070035793312387072","1277635965834735616","2020-06-29 16:12:06","nflscrapR","Exciting personal news!

I'm going to be contributing sports betting content this upcoming season for @PFF!

Really looking forward to this opportunity and getting to work with some incredibly talented folks who I admire greatly. :)",NA,NA,NA,NA
"1070035793312387072","1277365414402629632","2020-06-28 22:17:01","nflscrapR","Here's a snippet of what I've been working on lately: an #rstats package for connecting to fantasy football APIs! 

https://t.co/Xs2qAhr35p https://t.co/bSve3WhG3S",NA,NA,NA,NA
"1070035793312387072","1277318396078678019","2020-06-28 19:10:11","nflscrapR","4/n

NFL QBR from 2006 - current by season or week!

get_nfl_qbr()

Fixed it to now also scrape the correct team for historical data (thank you @mrcaseb for letting me know about this issue!).

https://t.co/DQ21Wn4wBs https://t.co/UT16v7cenl",NA,NA,NA,NA
"1070035793312387072","1277318355574312972","2020-06-28 19:10:02","nflscrapR","3/n

College QBR from 2004 - current by season or week!

get_college_qbr()

Including qbr, plays, total EPA, pass/run, sack, etc

https://t.co/vgcLV3ypYo https://t.co/qAiuQhVokQ",NA,NA,NA,NA
"1070035793312387072","1277318344430026752","2020-06-28 19:09:59","nflscrapR","2/n

Where does #espnscrapeR fit into the @nflscrapR/@nflfastR world?

Intended use cases:
- NFL/College QBR
- Summary or player level data for pass/rush/receiving by off &amp; def for ad-hoc reports
- Team wins/losses names, colors, logos

Can extend or supplement pbp data!",NA,NA,NA,NA
"1070035793312387072","1277318329720594433","2020-06-28 19:09:55","nflscrapR","1/10 

Updated {#espnscrapeR} !

Core functions for NFL/College QBR, but added more functions for many other NFL stats!

Thread of all functions below!

Package Site: https://t.co/POGYZv25yp

Install:
remotes::install_github(""jthomasmock/espnscrapeR"")

#sportsanalytics #RStats",NA,NA,NA,NA
"1241814552","1276863373100158976","2020-06-27 13:02:05","thomas_mock","This past week's #nflscrapR/#nflfastR counts, posted through #rstats courtesy of #rtweet!

#nflscrapR details: https://t.co/6GgnDEJNi0
#nflfastR details: https://t.co/9zG7HjMyK2 https://t.co/TfDpd0Gsz4","https://twitter.com/thomas_mock/status/1276863373100158976/photo/1",NA,NA,NA
"1253008519919546370","1276510871926210561","2020-06-26 13:41:22","nflfastR","Added an example to the @nflfastR documentation on how to use the included Expected Points calculator https://t.co/1Pq6TXl8EG https://t.co/MKtVDx7uww",NA,NA,NA,NA
"1070035793312387072","1276311956769714178","2020-06-26 00:30:57","nflscrapR","In my first attempt working with @nflfastR @nflscrapR data, I built a couple models for expected field goal percentage. Full analysis can be found here: https://t.co/5A9WElLSDs. Thread for brief analysis:",NA,NA,NA,NA
"1070035793312387072","1276153174647242752","2020-06-25 14:00:01","nflscrapR","Finally uploaded my Intro to {tidymodels} w/ @nflscrapR / @nflfastR play-by-play presentation from #HANIC!

https://t.co/qF0IqD2IcM

Really appreciate @StatsbyLopez for the invite

@AlisonL &amp; @MeghanChayka for hosting us!

Slides/code: https://t.co/qXBhGgM0jD

#rstats #tidyverse",NA,NA,NA,NA
"1070035793312387072","1275992878074998786","2020-06-25 03:23:03","nflscrapR","@CoachCClement @903124S @benbbaldwin @PFF_Moo @LeeSharpeNFL It has an impact on the no score probability by the end of the half - it does a better job of capturing the data generating process here IMO",NA,NA,NA,NA
"1070035793312387072","1275943025202663425","2020-06-25 00:04:57","nflscrapR","@nflfastR One of the benefits of this is having links to all the code examples (both the examples and beginner's guide) in one centralized spot.

And all of these are created with .Rmd included in the package, so you can see all the code: https://t.co/snFdvU1NeL https://t.co/zdm9fwK1jo",NA,NA,NA,NA
"1070035793312387072","1275942993598517248","2020-06-25 00:04:50","nflscrapR","We have a new website for @nflfastR and it's beautiful! https://t.co/sgrq8GdoWJ https://t.co/MZF8oXA3dS","https://twitter.com/benbbaldwin/status/1275851717855391745/photo/1",NA,NA,NA
"1070035793312387072","1275937247607631879","2020-06-24 23:42:00","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo Yeah we observed that as well - I remember @keithgoldner had a nice writeup in the statistics in sports handbook outlining what variables he considered for both, we disagreed with him on time remaining to be in EP",NA,NA,NA,NA
"1070035793312387072","1275936905004228609","2020-06-24 23:40:38","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo ... since we consider the random variable to be multinomial) the optimal classifier could yield more extreme probabilities which is my concern for tree-based approaches, and then you face the challenge of interpreting the new EPA based on the covariates in the model",NA,NA,NA,NA
"1070035793312387072","1275935200569147393","2020-06-24 23:33:52","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo Because of how EP is being used - it's just to set an appropriate average baseline for then see how changes in that value given the context of the game can be attributed to the players on the field. If the goal was to get the best predictions (and you have to be careful there...",NA,NA,NA,NA
"1070035793312387072","1275934704873717760","2020-06-24 23:31:54","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo https://t.co/vQ89xxtMFi",NA,NA,NA,NA
"1070035793312387072","1275933718180438017","2020-06-24 23:27:58","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo I also don't view the goal here as prediction",NA,NA,NA,NA
"1070035793312387072","1275933330404511747","2020-06-24 23:26:26","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo https://t.co/arEYbeLjvx","https://twitter.com/nflscrapR/status/1275933330404511747/photo/1",NA,NA,NA
"1070035793312387072","1275932315831672832","2020-06-24 23:22:24","nflscrapR","@benbbaldwin @PFF_Moo That would be apples-to-apples but from here https://t.co/eSE0txn3St it reads as if you just generated the predictions from the nflscrapR models trained on 2009-2016 for all of the other years, unless I'm reading this incorrectly",NA,NA,NA,NA
"1070035793312387072","1275932003964157952","2020-06-24 23:21:10","nflscrapR","@benbbaldwin @PFF_Moo To clarify - did you compare the models using leave-one-season-out where you trained both the xgboost version and the multinomial logit on the same set of years (eg 2000 to 2018) then made preds on holdout (eg 2019), repeating for each candidate year?",NA,NA,NA,NA
"1070035793312387072","1275931054482825216","2020-06-24 23:17:23","nflscrapR","@benbbaldwin @LeeSharpeNFL @PFF_Moo Prefer the direct interpretation of calibration - honestly don't know how / if the calibration and multiclass log-loss would diverge",NA,NA,NA,NA
"1070035793312387072","1275929935530647552","2020-06-24 23:12:56","nflscrapR","@benbbaldwin @PFF_Moo No the apples-to-apples would be on all of the data? Just use the same multinomial logistic model &amp; features we did, not sure why you think that's just limited to 2009 to 2016?",NA,NA,NA,NA
